Namespace(heuristic=False, output='res/LunarLanderAgent3_corrected_with_heruistic_v2.gif', weight='res/last_weight/5/LunarLander-v2.ckpt')

WARNING: The TensorFlow contrib module will not be included in TensorFlow 2.0.
For more information, please see:
  * https://github.com/tensorflow/community/blob/master/rfcs/20180907-contrib-sunset.md
  * https://github.com/tensorflow/addons
If you depend on functionality not listed there, please file an issue.

Restore model from res/last_weight/5/LunarLander-v2.ckpt
iteration:  1
reward  0.8162663260293754 action  2
reward  0.19084269687875804 action  2
reward  1.6099342295472183 action  2
reward  3.429118194772667 action  2
reward  2.4604220190050627 action  2
reward  -2.54711294039805 action  1
reward  4.250790593770501 action  2
reward  -2.294256575033613 action  1
reward  1.6934626401332593 action  2
reward  4.077507972811316 action  2
reward  -2.186773923222347 action  0
reward  3.280207718549957 action  2
reward  -2.2780176541452293 action  1
reward  -1.9395445316396251 action  1
reward  2.1019049483585492 action  2
reward  3.339890244380695 action  2
reward  1.9378309207182383 action  2
reward  1.0960302539695135 action  2
reward  -1.929348031590223 action  0
reward  1.1294677156852913 action  2
reward  2.050626919962622 action  2
reward  4.165598065405146 action  2
reward  -1.8846219455304265 action  0
reward  1.3759534658463053 action  2
reward  -1.6461829896582845 action  1
reward  2.368007600796102 action  2
reward  3.883561431955326 action  2
reward  2.015626266340303 action  2
reward  4.566572371347374 action  2
reward  -1.6586071909502198 action  1
reward  -1.6246300873839203 action  0
reward  2.919216797251676 action  2
reward  0.8830882859535165 action  2
reward  4.631759361258031 action  2
reward  1.419521875809903 action  2
reward  -1.1061807459950888 action  1
reward  -1.7279654120641357 action  3
reward  3.5190229607508714 action  2
reward  0.8211510904714288 action  2
reward  1.3411507293692864 action  2
reward  -1.3206911801029122 action  0
reward  0.7949392667012887 action  2
reward  4.075063866715223 action  2
reward  2.2533893224244794 action  2
reward  1.1227472438873007 action  2
reward  2.8634388199884144 action  2
reward  -2.4962618546443296 action  1
reward  1.0804624649335153 action  2
reward  1.232391330865991 action  2
reward  -2.951188035442371 action  0
reward  -3.1356962131783193 action  3
reward  0.2761354445035494 action  2
reward  0.3815339473990605 action  2
reward  -2.91611746953849 action  3
reward  -2.791446905009592 action  3
reward  -2.2025787212200783 action  0
reward  1.548879574826654 action  2
reward  -2.229563379413392 action  0
reward  -2.2241949613745646 action  0
reward  2.122510698313076 action  2
reward  0.32562978025174233 action  2
reward  0.3403473719850439 action  2
reward  3.7694622715174804 action  2
reward  -2.423512318232254 action  3
reward  -2.1219625588609006 action  0
reward  -2.0913594217989555 action  0
reward  4.7648062272809115 action  2
reward  1.8617006317049742 action  2
reward  -2.172141831212896 action  3
reward  3.889561432292763 action  2
reward  -1.9285101765526917 action  0
reward  2.06261873241196 action  2
reward  -1.9706926779061433 action  0
reward  -1.928992662165598 action  0
reward  0.7532271656611982 action  2
reward  1.7641066057702204 action  2
reward  -1.8669954352610876 action  3
reward  1.284978199818508 action  2
reward  1.4856034766387551 action  2
reward  4.54463466247648 action  2
reward  -1.7901769334708177 action  0
reward  2.700743700326126 action  2
reward  -1.7664887345056286 action  0
reward  -1.7122960991753473 action  0
reward  1.4993129870290118 action  2
reward  1.9970034394578533 action  2
reward  -1.7674032654964833 action  0
reward  3.458317360978808 action  2
reward  0.8911887552541031 action  2
reward  3.6184730751353102 action  2
reward  -1.8386131575515634 action  0
reward  1.9866198068689556 action  2
reward  1.0202530979300917 action  2
reward  -2.028402559955778 action  1
reward  0.26577784513346786 action  2
reward  1.0959875691578673 action  2
reward  3.0710057940990625 action  2
reward  -1.923261910944645 action  3
reward  1.6714061328919143 action  2
reward  0.7880982388081719 action  2
reward  -1.5488477298282521 action  3
reward  2.3537224181935814 action  2
reward  -1.9519265423966334 action  1
reward  -2.3934115007585888 action  0
reward  3.2893818241189736 action  2
reward  2.2896873950543126 action  2
reward  -0.29878548076081585 action  2
reward  3.5702369331118833 action  2
reward  -2.506641116143868 action  0
reward  1.93576988579687 action  2
reward  -2.131974483866584 action  1
reward  0.6472801971151341 action  2
reward  -0.16103750661516186 action  2
reward  2.8141134897140008 action  2
reward  -1.7116496719903995 action  1
reward  4.102291913908243 action  2
reward  3.751622389099535 action  2
reward  -1.8826440029171678 action  0
reward  0.19478836448830777 action  2
reward  3.1095590822931998 action  2
reward  -1.6705903064242307 action  0
reward  -2.1944013723910545 action  1
reward  -2.8190577510008965 action  3
reward  0.1494731896992761 action  2
reward  0.5727964866970623 action  2
reward  0.48186848388563847 action  2
reward  2.6486637857031825 action  2
reward  1.5386061244641922 action  2
reward  -0.14584790507853568 action  2
reward  2.943662107907838 action  2
reward  -2.492413881873915 action  0
reward  -2.50165451345174 action  0
reward  0.8037804441988967 action  2
reward  2.6237423828868502 action  2
reward  0.06849014843787843 action  2
reward  0.5306176111671135 action  2
reward  -0.13783672961340726 action  2
reward  1.4745331031153952 action  2
reward  -2.689268053589443 action  3
reward  -2.4336902611570665 action  3
reward  -2.1562423526756263 action  0
reward  2.243519632549398 action  2
reward  1.0255880521896727 action  2
reward  -2.1639900484122165 action  0
reward  0.6856471496065211 action  2
reward  -2.06781889845751 action  0
reward  3.455015684344528 action  2
reward  -2.062738736466663 action  0
reward  1.8024634593315667 action  2
reward  4.076385202071504 action  2
reward  2.392446478658184 action  2
reward  -2.2899424926872527 action  0
reward  -2.1183943490844315 action  3
reward  -1.966225436366507 action  0
reward  1.9181836662358378 action  2
reward  4.719128257907696 action  2
reward  -2.0316848673115118 action  0
reward  3.5120690878908265 action  2
reward  1.3525838530916132 action  2
reward  -2.0788003291989696 action  0
reward  -2.252596593325214 action  1
reward  2.847471040682106 action  2
reward  3.8693701415991315 action  2
reward  3.452282195270837 action  2
reward  -2.303136290797525 action  0
reward  -2.3998521048604786 action  0
reward  -2.4961359663885347 action  1
reward  -2.5939768074313676 action  0
reward  2.084119497988735 action  2
reward  -2.246979260014426 action  3
reward  -2.2407569535734524 action  0
reward  3.6989057176801454 action  2
reward  3.2703568451841507 action  2
reward  -2.4338245652021073 action  3
reward  -2.1039688791447717 action  1
reward  0.29396495707532183 action  2
reward  2.487284326106054 action  2
reward  -2.537990555946769 action  3
reward  -0.31104084349712763 action  2
reward  0.5111128157588751 action  2
reward  2.8033419511552653 action  2
reward  -2.4235309436907926 action  0
reward  1.4805234046878624 action  2
reward  -1.9936925028245145 action  1
reward  0.14102049120479593 action  2
reward  -0.01933041923604434 action  2
reward  -2.554777223547602 action  3
reward  3.1587163087383674 action  2
reward  2.0531697691878223 action  2
reward  -1.4428532864942827 action  1
reward  0.09512036373499627 action  2
reward  1.6171656849184515 action  2
reward  0.4495576522944134 action  2
reward  -0.4450605569567571 action  2
reward  -1.977013070166598 action  1
reward  2.768289740073688 action  2
reward  0.48766993847383305 action  2
reward  3.3615200306081947 action  2
reward  -2.676042874694801 action  0
reward  3.3217774786356182 action  2
reward  -2.638171015061476 action  3
reward  3.4957642532194493 action  2
reward  0.6554717191098163 action  2
reward  -1.1369142134950205 action  1
reward  -2.7497302096987823 action  0
reward  -2.7833306445498778 action  0
reward  1.8166048349926285 action  2
reward  3.753787363749134 action  2
reward  0.6653494812440222 action  2
reward  -2.4378104891497827 action  0
reward  -2.5212998263997357 action  3
reward  -2.4714630854847663 action  3
reward  -2.2990627595488036 action  0
reward  3.6225746701977686 action  2
reward  1.447157721291689 action  2
reward  -2.24762601084063 action  0
reward  0.5493261611463474 action  2
reward  3.7171482248519654 action  2
reward  -2.116582269977068 action  3
reward  -2.0261529275997874 action  3
reward  -1.8770125119196948 action  0
reward  -1.8215490251921196 action  0
reward  2.63310469854773 action  2
reward  -1.956150660009128 action  1
reward  0.9774201014347141 action  2
reward  4.431526026568055 action  2
reward  3.1626290638741112 action  2
reward  -2.4653938555759822 action  0
reward  0.803326958631257 action  2
reward  0.6968699304889945 action  2
reward  -2.7407343990100514 action  0
reward  0.42172934690410174 action  2
reward  -2.7164225682712377 action  0
reward  -0.22384193438863703 action  2
reward  -0.307394082593283 action  2
reward  0.627413945184643 action  2
reward  -2.5542178252229277 action  0
reward  -2.2507020406935454 action  1
reward  2.4274169970668114 action  2
reward  1.3482826020766943 action  2
reward  -0.6876447396599581 action  2
reward  1.0818848579832128 action  2
reward  2.187488971830782 action  2
reward  3.523705947996768 action  2
reward  -2.0852507609227935 action  0
reward  -2.1883285701826836 action  0
reward  1.7628142517409955 action  2
reward  -0.4355112708668429 action  2
reward  2.2549335401281008 action  2
reward  -2.2244960737075097 action  0
reward  1.3895548655750332 action  2
reward  2.308898763651457 action  2
reward  -2.1467700453383607 action  0
reward  3.156837732381928 action  2
reward  -0.5355775406758838 action  2
reward  -0.6405914802045913 action  0
reward  -0.2787834956172361 action  2
reward  -2.1526484129872285 action  2
reward  0.838598925412299 action  0
reward  -0.8448852559468663 action  2
reward  2.173639279134805 action  1
reward  0.5659392399626526 action  0
reward  -2.375410692353703 action  2
reward  -0.25090171756522395 action  0
reward  -1.9281562763911666 action  2
reward  -1.291469006029341 action  2
reward  -2.2203085750250784 action  2
reward  -0.859660600828746 action  2
reward  1.2643862633839937 action  0
reward  1.5251005917855995 action  1
reward  -3.4623641507958025 action  2
reward  0.9892808205726418 action  0
reward  0.02487838973207418 action  2
reward  -0.16110151442453954 action  3
reward  -1.295548564600504 action  3
reward  -1.7938645995041778 action  3
reward  -1.4228649718278348 action  0
reward  3.249080510602462 action  2
reward  -0.16660224959767617 action  2
reward  -0.18608001969926377 action  1
reward  -0.3757072367368856 action  2
reward  -0.5008965186487693 action  0
reward  -0.8121153692611454 action  1
reward  -2.2977760282631152 action  0
reward  0.22723446762407634 action  2
reward  0.20876117757783846 action  2
reward  0.7576101310871735 action  2
reward  -1.8114769960488417 action  2
reward  -1.5032982360828935 action  3
reward  -1.4774169854737131 action  0
reward  0.08837907330254496 action  2
reward  -2.364376163192523 action  3
reward  0.16588713459958343 action  2
reward  -1.7412090340541297 action  0
reward  1.415638715769849 action  2
reward  0.09986400616409413 action  2
reward  0.6357402124838358 action  2
reward  -2.0798875296074826 action  0
reward  -2.350983123232247 action  0
reward  3.9211664958699233 action  2
reward  -2.5573971949085603 action  0
reward  1.766189470771981 action  2
reward  2.508123896778561 action  2
reward  -2.6932109932391186 action  3
reward  3.118009795091017 action  2
reward  -2.5747279230137807 action  3
reward  -2.1721998156910587 action  0
reward  0.1131837917666772 action  2
reward  3.1251453128441833 action  2
reward  1.3388410749003306 action  2
reward  1.019694920816019 action  2
reward  -2.4158205572196465 action  0
reward  -2.3941490440240614 action  0
reward  -2.779360986814757 action  1
reward  2.458465447869785 action  2
reward  -1.6894130835121526 action  3
reward  1.2996355559770307 action  2
reward  -1.3680900005277354 action  3
reward  -1.8934982994498952 action  0
reward  1.77920935499844 action  2
reward  -1.6729158760906415 action  0
reward  -1.2326027141813813 action  3
reward  -1.6145650016971373 action  0
reward  3.2820415407594696 action  2
reward  -1.2159140979758962 action  3
reward  2.1502558814723303 action  2
reward  2.0179904822188464 action  2
reward  -1.6140077048707084 action  0
reward  4.260378510872489 action  2
reward  3.8317847315457643 action  2
reward  2.603826481389004 action  2
reward  -0.893281967680237 action  3
reward  -1.4381289032443334 action  0
reward  4.671636388409728 action  2
reward  -2.09477416242161 action  1
reward  -1.699246285041891 action  0
reward  3.5459801703935385 action  2
reward  4.029199532197993 action  2
reward  -1.922883748138382 action  0
reward  -0.12253995283650737 action  2
reward  2.7847488055663687 action  2
reward  1.4834207411978848 action  2
reward  -2.4990151989660454 action  0
reward  -2.820996242315971 action  0
reward  -3.0698186468136037 action  1
reward  0.3550555121187358 action  2
reward  0.22314335498172683 action  2
reward  -0.9537468553157062 action  2
reward  -2.6593023047027096 action  0
reward  2.8520956932896597 action  2
reward  1.8740484405473665 action  2
reward  9.430369357826445 action  1
reward  0.5352153487995974 action  3
reward  -0.1521057966000683 action  0
reward  1.8034756825001643 action  2
reward  1.8567607688289052 action  3
reward  12.009355162740667 action  1
reward  1.622948774759066 action  1
reward  0.06982055311293792 action  1
reward  -1.6800998186075435 action  1
reward  0.6774810908552862 action  0
reward  -0.880700114208264 action  1
reward  0.5775680202683475 action  1
reward  -0.6551617142693551 action  1
reward  -0.7137578699723648 action  2
reward  -9.883760475205156 action  1
reward  -9.267168066130177 action  3
reward  22.499268453838617 action  3
reward  -0.3694690032321375 action  1
reward  -0.5094520770476325 action  1
reward  -1.252032618559084 action  2
reward  -20.32525823137988 action  1
reward  9.30642728196673 action  0
reward  10.869828933227511 action  1
reward  -0.723907176405038 action  2
reward  -0.7479352889327011 action  2
reward  -19.444186580770765 action  1
reward  6.416273571788342 action  2
reward  1.117138779445881 action  0
reward  0.021000225641457676 action  1
reward  0.4604077076275477 action  0
reward  -0.7744040340923568 action  1
reward  -0.857417992847094 action  1
reward  -0.5803977708842616 action  1
reward  8.150702505107585 action  1
reward  -0.3507687085617579 action  1
reward  0.9133068202910313 action  1
reward  0.5998990265654147 action  1
reward  0.6066200643160553 action  1
reward  0.10379036937156919 action  1
reward  -0.8055477086681944 action  2
reward  -0.896238311556192 action  2
reward  1.9098842259483195 action  0
reward  -10.998238959446745 action  2
reward  -0.2971335330277618 action  1
reward  -0.26618826963810593 action  1
reward  0.5352782003020788 action  0
reward  0.39378618558948375 action  0
reward  -0.7179536529010402 action  1
reward  -0.6230905209594073 action  1
reward  -1.5396773878557581 action  1
reward  10.281178705897684 action  1
reward  0.4469447634728685 action  1
reward  0.4286901549668791 action  1
reward  0.4382107217267379 action  1
reward  0.027789314613510002 action  1
reward  -0.7565303277229998 action  2
reward  -4.775949328584708 action  2
reward  -19.258039410757586 action  0
reward  1.3338870222750068 action  3
reward  1.6381650338166598 action  3
reward  1.3577884314722006 action  3
reward  0.7358821067271581 action  3
reward  -1.2700281329459386 action  0
reward  11.57884041675682 action  3
reward  -0.3255657884120928 action  1
reward  0.009320712156959204 action  1
reward  11.662356913781784 action  1
reward  0.718374916270059 action  1
reward  0.7218818529093796 action  1
reward  0.2997574403938821 action  1
reward  -0.2507882550717635 action  1
reward  -1.076695116358951 action  2
reward  -1.3206476692564835 action  2
reward  -19.11951804960081 action  0
reward  1.3402788388016165 action  3
reward  11.512293465145168 action  3
reward  -0.8321373272015407 action  1
reward  -1.0282729911574495 action  1
reward  -0.8491009468259552 action  1
reward  -1.0028177960386866 action  1
reward  10.583733759969574 action  1
reward  0.4959161825085172 action  1
reward  0.4659184429249035 action  1
reward  -0.2822830496641291 action  1
reward  0.054039438032581516 action  1
reward  -0.10096535038039242 action  1
reward  -8.976375433546572 action  2
reward  -0.7326235157434418 action  1
reward  -0.7749445198137124 action  1
reward  9.993910405712107 action  1
reward  -0.6215345949176594 action  1
reward  0.058156709291172615 action  2
reward  -19.21084643664722 action  0
reward  1.1244042215694299 action  3
reward  1.125083703057341 action  2
reward  -1.4324717203670279 action  0
reward  23.078559774321327 action  3
reward  0.22465459383891442 action  1
reward  -2.393467413401555 action  2
reward  -10.23910993211861 action  2
reward  -7.362416953033816 action  3
reward  -0.6921331341371451 action  0
reward  -0.4228740859731818 action  2
reward  -2.2763947548649144 action  0
reward  9.594833912147262 action  0
reward  12.662184506126648 action  3
reward  0.8348757427658324 action  1
reward  -0.6588803135126031 action  1
reward  0.5531875135348656 action  0
reward  -0.45853373796949515 action  1
reward  -0.4766438330697287 action  1
reward  -2.4600119219591035 action  2
reward  0.4835764616866005 action  1
reward  -10.701645920722692 action  1
reward  10.020704749819645 action  1
reward  -0.4681101518332358 action  1
reward  -0.32591182189890655 action  1
reward  -0.25186806738623274 action  2
reward  -20.74819091613515 action  1
reward  10.200745384602797 action  0
reward  10.237421405176809 action  1
reward  -0.7431989751825985 action  2
reward  -19.886972578907194 action  1
reward  -0.3968839172370515 action  0
reward  10.854002413659911 action  3
reward  -2.163990730752642 action  1
reward  11.074392245651627 action  1
reward  0.7509216783184407 action  1
reward  -0.2189236133690133 action  1
reward  -0.30974589658139595 action  1
reward  -2.995926040938154 action  2
reward  -10.244281197208885 action  1
reward  0.9088597026135361 action  3
reward  10.469308558047196 action  2
reward  -0.7724894495084935 action  1
reward  -0.9268826000934631 action  2
reward  -9.856296528948342 action  0
reward  11.594981866182223 action  3
reward  -0.4419528399296382 action  1
reward  0.5123513399896176 action  0
reward  -0.31908407173249453 action  1
reward  -0.4510383271963814 action  1
reward  -0.7124995271817738 action  1
reward  0.5074735232740917 action  0
reward  -1.993727481923629 action  2
reward  -10.777086034353822 action  1
reward  -9.656983030180202 action  3
reward  22.430196748639588 action  3
reward  -0.13838245986511374 action  1
reward  0.08547016481756026 action  2
reward  -9.412481525155576 action  0
reward  -0.10852255224936222 action  3
reward  11.737036878235008 action  0
reward  -1.4245866077512261 action  2
reward  -9.906126783064948 action  1
reward  -0.01992728261359275 action  3
reward  12.747595860554924 action  3
reward  0.4496834863176229 action  0
reward  -0.40623029406046807 action  1
reward  0.37559588184253556 action  0
reward  -0.11627193177607609 action  0
reward  0.07972514885061699 action  0
reward  -0.3234798321809744 action  1
reward  -0.6034449482431465 action  1
reward  -0.6870273429447458 action  1
reward  -0.34468294774132313 action  1
reward  -0.45051988341800064 action  1
reward  0.5483509411885734 action  0
reward  -0.9530900148257377 action  2
reward  -2.983153962262782 action  2
reward  -18.944889530824078 action  1
reward  -2.1338009959679196 action  2
reward  1.9499881334804245 action  3
reward  -0.7489409999435699 action  0
reward  -1.2145213056608586 action  3
reward  -2.820454443452189 action  3
reward  24.38713839731658 action  2
reward  1.2410152152610412 action  1
reward  -2.1654856229888813 action  2
reward  -5.215212420347597 action  2
reward  -2.8897959712425196 action  2
reward  -13.539458194445832 action  2
reward  -9.343956115882863 action  1
reward  1.6672848002787373 action  3
reward  1.770732425440401 action  3
reward  1.2118136591727418 action  3
reward  -1.6055259596551963 action  0
reward  10.660781538387766 action  3
reward  0.22505099447113544 action  1
reward  -1.6456343199175751 action  1
reward  -0.48862993203347105 action  1
reward  -0.1792604990215476 action  1
reward  12.226614549709952 action  1
reward  0.5830061150904087 action  1
reward  1.4494958021114677 action  0
reward  0.5265470871871856 action  1
reward  0.24893742637451524 action  1
reward  -0.3429766321373424 action  1
reward  -0.05926155334315261 action  1
reward  0.7117156440075068 action  0
reward  -3.388702046584071 action  2
reward  -19.48751012617298 action  1
reward  1.293396615676172 action  3
reward  11.593875497909643 action  3
reward  -0.8077139888173199 action  1
reward  -1.0639830876369494 action  1
reward  -1.174519124355936 action  1
reward  10.760485560272329 action  1
reward  2.2212738491021335 action  2
reward  -4.923116107600058 action  2
reward  0.9470420020365893 action  0
reward  -10.452666633985686 action  1
reward  -0.5690294982464728 action  1
reward  -0.5799017607534485 action  2
reward  -10.289814842822572 action  1
reward  0.4295231711413987 action  3
reward  11.190557396869332 action  3
reward  -0.9016708555727344 action  1
reward  -0.6340586434427411 action  1
reward  11.611340291780698 action  1
reward  0.6464560637645473 action  1
reward  1.2867273340324719 action  0
reward  0.78185667883794 action  0
reward  -0.0954608088851156 action  2
reward  -12.759584784760104 action  2
reward  -9.663301423372422 action  1
reward  1.1977583419897322 action  3
reward  -0.27072650885079486 action  3
reward  10.191470036839036 action  3
reward  -1.50778502984918 action  1
reward  11.266272129159884 action  1
reward  1.2035143951385472 action  1
reward  0.019952866700284205 action  1
reward  -1.2405402394864045 action  2
reward  -4.697234309670486 action  2
reward  -18.703506517600083 action  1
reward  2.083135817900119 action  3
reward  1.0477480653698539 action  0
reward  10.894178095712666 action  3
reward  -1.5173472401395898 action  1
reward  -1.2225143151515006 action  1
reward  -0.9294744520018703 action  1
reward  7.024395187787179 action  1
reward  -0.8565555379275362 action  1
reward  4.527505494474604 action  2
reward  -0.04113015091602065 action  1
reward  -2.7584479485730844 action  2
reward  2.344882263018512 action  0
reward  1.4497624929985768 action  0
reward  -9.7579919097728 action  1
reward  -0.6825629293578916 action  1
reward  -0.8227054297466079 action  1
reward  10.344598534799632 action  1
reward  0.6543196794253383 action  0
reward  -0.5898678767130565 action  1
reward  -0.6889311997156848 action  1
reward  -0.6056324509566771 action  1
reward  -2.9423050826003534 action  2
reward  -20.317216147125457 action  1
reward  0.9214651977422801 action  3
reward  0.05521693509967321 action  3
reward  9.706686071968383 action  3
reward  12.677082700249619 action  3
reward  1.2363625665743665 action  2
reward  -0.5950340751515071 action  1
reward  0.4403968444173174 action  1
reward  -0.34806282761010077 action  1
reward  0.8325421735710659 action  2
reward  0.48802334402121694 action  0
reward  -0.31017986738262127 action  1
reward  0.5474184399429234 action  0
reward  -0.3512952022973941 action  1
reward  -1.9716918032416058 action  2
reward  0.5248019657791403 action  0
reward  -0.47969026187569347 action  2
reward  -0.7117762560267427 action  2
reward  -20.74233951670112 action  2
reward  2.5202555368406183 action  3
reward  -1.0548409626504636 action  3
reward  9.38649259012576 action  3
reward  12.510905535848519 action  3
reward  0.07240871984373712 action  1
reward  -11.317625816792372 action  0
reward  12.058159559476252 action  0
reward  -3.582570072947262 action  2
reward  -7.529236336504343 action  1
reward  -11.848885904894866 action  0
reward  9.268706926239282 action  0
reward  12.303298111473378 action  1
reward  -0.7370646301222135 action  2
reward  -0.40420652066534113 action  1
reward  -1.0678829842755857 action  2
reward  0.21175915260707015 action  1
reward  -0.21935739087165834 action  2
reward  -14.247522967063702 action  2
reward  -7.495480241283907 action  0
reward  2.34682942854565 action  0
reward  -1.001559313108606 action  0
reward  -2.758480395755797 action  3
reward  -2.641723715768697 action  3
reward  22.347921111115333 action  3
reward  2.613393307020624 action  1
reward  1.5969166245411366 action  1
reward  -3.8770778317369006 action  2
reward  2.051661757026078 action  1
reward  -10.389422976943086 action  2
reward  1.3419467006325363 action  1
reward  -1.5250725116057342 action  1
reward  -1.4197806504752897 action  1
reward  11.595311944008808 action  1
reward  1.307153608950781 action  0
reward  -1.1567341529236945 action  2
reward  -2.049127360251034 action  2
reward  0.44797940371445755 action  0
reward  0.6662245303975378 action  2
reward  0.6537598455815683 action  0
reward  -0.38588072002277296 action  1
reward  -0.28306363464359197 action  1
reward  -0.48422339810031256 action  1
reward  -0.5556243637311862 action  1
reward  -0.469776109019304 action  1
reward  0.5354591859761761 action  0
reward  0.5413585789465625 action  0
reward  -0.23770576651890238 action  1
reward  0.543029296111623 action  0
reward  -3.331702089900909 action  2
reward  -19.659180349929933 action  1
reward  -0.31063450383326696 action  0
reward  -0.7926607694280701 action  3
reward  23.523183413588985 action  3
reward  -3.849329561305356 action  2
reward  -2.179383678126217 action  2
reward  -24.267794921591296 action  2
reward  2.311984959629912 action  3
reward  1.9740131421289295 action  3
reward  1.0561439514209685 action  3
reward  0.6057044232431181 action  0
reward  -2.3434784250148994 action  3
reward  -2.5199218389565807 action  0
reward  -2.9993991229310843 action  0
reward  11.973939731404961 action  0
reward  3.660543664634383 action  3
reward  4.507904304057107 action  2
reward  -0.38300356497154087 action  3
reward  -0.34609524643765854 action  1
reward  12.886189057980348 action  1
reward  0.5387845049122237 action  0
reward  -2.5172937572197354 action  2
reward  -8.403366508786954 action  1
reward  -1.6000933992192283 action  1
reward  11.101882988385997 action  1
reward  -0.215169083974154 action  1
reward  -0.294772360326246 action  1
reward  0.5554515166881462 action  0
reward  -0.48974082631613913 action  1
reward  -0.5140776458145992 action  1
reward  -0.6282233774157902 action  1
reward  -1.5894480165268654 action  2
reward  -18.648023494465285 action  1
reward  0.15687045854279916 action  3
reward  8.572668114981619 action  3
reward  12.220611717675176 action  1
reward  0.23014166312782017 action  1
reward  -1.5029764569330972 action  2
reward  -18.91352057719606 action  0
reward  9.122842768987917 action  2
reward  0.5777058219835951 action  1
reward  10.759646985197858 action  0
reward  -0.11484128114485401 action  1
reward  -1.0806230800800691 action  2
reward  -10.744360434930758 action  1
reward  11.572450061357744 action  1
reward  -0.23162157231362165 action  1
reward  -0.20500036592739398 action  1
reward  -0.20332137640440948 action  1
reward  -0.4073384156346893 action  1
reward  -0.590183155426774 action  1
reward  -0.24677511071154676 action  1
reward  -3.816531884648792 action  2
reward  -22.542335381288805 action  2
reward  2.2781691105850075 action  3
reward  0.978085939990688 action  0
reward  -0.8891835439972677 action  0
reward  -0.46351774886747704 action  2
reward  0.4924488451443285 action  3
reward  10.103283411035811 action  3
reward  -0.6215867184167478 action  3
reward  -0.6670454616743047 action  3
reward  7.5823419386564455 action  3
reward  3.5366271898811013 action  2
reward  -0.07959607704455712 action  2
reward  0.815873447460465 action  0
reward  -1.306943276311441 action  2
reward  2.444943013599804 action  1
reward  1.4852703109387442 action  1
reward  0.30602226272167354 action  1
reward  -0.5856237120949384 action  1
reward  -0.2760715976226311 action  1
reward  -0.44399674701438907 action  1
reward  -0.5176945880498252 action  1
reward  -0.8048470190540684 action  2
reward  -2.7505000818341765 action  2
reward  -18.422193979489204 action  1
reward  1.5209200930884592 action  3
reward  -1.9196247885253157 action  3
reward  -2.758826055019395 action  3
reward  22.115418811161682 action  3
reward  2.7085552080412802 action  1
reward  -0.8292580207977351 action  1
reward  -4.14786406197167 action  2
reward  -2.65909853248744 action  2
reward  -11.928190230031237 action  2
reward  -8.340136847111049 action  1
reward  1.4244728446418151 action  3
reward  10.325033159342844 action  3
reward  0.959892841226343 action  1
reward  -0.6806595826613975 action  1
reward  -1.1173975070824085 action  0
reward  3.300893982879047 action  2
reward  -12.074990228563983 action  1
reward  -2.215100837379042 action  0
reward  22.22120722332891 action  0
reward  1.3518880990031648 action  1
reward  -9.331360774049033 action  1
reward  -0.8057366864501538 action  1
reward  -0.8058052154290383 action  1
reward  0.3398529483273436 action  1
reward  -0.5930884876239808 action  1
reward  -0.29008092956266895 action  1
reward  -0.3258694699786211 action  1
reward  -0.40612766666227595 action  1
reward  0.5107262973659594 action  0
reward  -0.6840039595544656 action  1
reward  -0.2744761148860657 action  1
reward  -0.26167876648832755 action  1
reward  0.507014301713383 action  0
reward  -0.7255440546065326 action  1
reward  -0.6887019826303262 action  1
reward  -0.3993996755600786 action  1
reward  -0.6487435610477437 action  1
reward  -0.3237618491307461 action  1
reward  -0.6380447494256092 action  1
reward  -0.41669798989921136 action  1
reward  -0.5857853766520467 action  1
reward  -0.6952888640000221 action  1
reward  -0.7400885715519745 action  1
reward  -0.6165643998204675 action  1
reward  -0.7519116546927076 action  1
reward  -0.7293870043707098 action  1
reward  -0.3562103659819218 action  1
reward  -0.3159599970599263 action  1
reward  -0.4702816766445952 action  1
reward  -0.5021100222571409 action  1
reward  -1.4893917321025143 action  2
reward  -11.119177390108709 action  1
reward  10.736627393549066 action  3
reward  -1.319899195026532 action  1
reward  -1.597581893582858 action  1
reward  -1.5521994643605044 action  1
reward  0.6419100845460661 action  2
reward  -11.91947434989999 action  1
reward  10.365151153713525 action  3
reward  9.102555241796749 action  1
reward  0.06811435003112082 action  2
reward  -21.21326465130824 action  2
reward  1.1892523038648914 action  3
reward  1.3554578897420033 action  3
reward  0.7027317394352945 action  3
reward  0.27378414100870896 action  3
reward  9.678466623620645 action  3
reward  8.057117058266916 action  3
reward  -0.7759714967376741 action  3
reward  -0.30226198712081426 action  2
reward  0.00015541282823150482 action  0
reward  0.02333831699037603 action  0
reward  -0.10921548030812928 action  2
reward  -0.7038367629762579 action  1
reward  -1.1556539556161483 action  2
reward  -1.720808150508762 action  2
reward  -17.620696882721546 action  0
reward  3.1571937647344384 action  3
reward  1.9345324408228777 action  0
reward  2.2911898377589046 action  3
reward  -0.7225331196701887 action  0
reward  11.561035623091458 action  3
reward  -0.033475513333349055 action  3
reward  -1.800930826869332 action  3
reward  -2.582783062570764 action  3
reward  -3.274982718155114 action  3
reward  6.448926215470274 action  3
reward  1.5806852845247306 action  2
reward  0.43971888181684876 action  2
reward  0.1479832401129258 action  2
reward  0.2698385550766176 action  0
reward  -0.22116126350919416 action  1
reward  0.5760088456123498 action  0
reward  0.5590635417048091 action  0
reward  0.3452445009258298 action  0
reward  -3.0066898496793852 action  2
reward  -10.885022062625763 action  1
